geneID,GeneName,Chrom,Strand,Start,End,GeneLength,BC_1_fpkm,BC_2_fpkm,BC_3_fpkm,BC_DOX_1_fpkm,BC_DOX_2_fpkm,BC_DOX_3_fpkm,GeneType,GeneDescription
ENSG00000248709,CTC-505O3.2,chr5,+,115091341,115091983,643,0,0,0,0,0,0,lincRNA,-
ENSG00000178796,RIIAD1,chr1,+,151682909,151702281,1772,0,0,0,0,0,0,protein_coding,regulatory_subunit_of_type_II_PKA_R-subunit_(RIIa)_domain_containing_1
ENSG00000244242,IFITM10,chr11,-,1753640,1771821,3807,0.240452205,0.233118803,0.240397858,1.576196345,1.434373313,1.414549887,protein_coding,interferon_induced_transmembrane_protein_10
ENSG00000132801,ZSWIM3,chr20,+,44486256,44507761,2773,2.055699627,1.851685798,2.310264165,2.096727762,2.490489656,2.250552679,protein_coding,zinc_finger_SWIM-type_containing_3
ENSG00000172538,FAM170B,chr10,-,50339199,50342053,1401,0,0,0,0,0,0,protein_coding,family_with_sequence_similarity_170_member_B
ENSG00000236671,PRKG1-AS1,chr10,-,53990502,54073888,1111,0.07490398,0,0.054917171,0,0,0.090601065,processed_transcript,PRKG1_antisense_RNA_1
ENSG00000270248,CTC-471J1.10,chr19,-,52613571,52613979,409,0.610403341,0,0,1.093516284,1.767076543,1.107481726,pseudogene,-
ENSG00000224574,COL18A1-AS2,chr21,-,46827301,46829980,552,0.30151566,0,0.110530755,0.472635435,0.21821688,0.182351057,antisense,COL18A1_antisense_RNA_2
ENSG00000163993,S100P,chr4,+,6694796,6698897,1279,137.7429148,131.4422914,121.5012127,447.6269866,468.4179734,451.1892673,protein_coding,S100_calcium_binding_protein_P
ENSG00000265296,FEM1AP2,chr18,-,14391912,14393908,1997,0,0,0,0,0.020106112,0,pseudogene,fem-1_homolog_a_(C._elegans)_pseudogene_2
ENSG00000110651,CD81,chr11,+,2397407,2418649,5235,58.50716994,64.893204,64.39287394,37.97551237,38.18074261,38.58067672,protein_coding,CD81_molecule
ENSG00000102595,UGGT2,chr13,-,96453834,96705736,4832,5.760871018,5.56251349,5.391668245,4.80538776,4.844486991,5.124547754,protein_coding,UDP-glucose_glycoprotein_glucosyltransferase_2
ENSG00000133477,FAM83F,chr22,+,40390953,40426043,2071,11.01005324,9.85616395,10.69421075,9.880059554,9.2673158,9.331865975,protein_coding,family_with_sequence_similarity_83_member_F
ENSG00000223982,SNRPD2P2,chr1,-,231611702,231612034,333,0,0,0,0,0,0,pseudogene,small_nuclear_ribonucleoprotein_D2_pseudogene_2
ENSG00000215507,RBMY2DP,chrY,+,28269821,28279455,1157,0,0,0,0,0,0,pseudogene,RNA_binding_motif_protein_Y-linked_family_2_member_D_pseudogene
ENSG00000256338,RPL41P2,chr15,+,28560798,28561102,305,4.229127847,2.90978126,3.200680734,2.566177969,3.686076607,3.135242437,pseudogene,ribosomal_protein_L41_pseudogene_2
ENSG00000196459,TRAPPC2,chrX,-,13730363,13752754,3108,3.708409787,3.059443203,3.023165501,2.938004056,3.591451043,3.773047548,protein_coding,trafficking_protein_particle_complex_2
ENSG00000104889,RNASEH2A,chr19,+,12917394,12924452,1487,54.64875022,56.91181596,53.21710188,18.24684268,18.25332104,16.58450367,protein_coding,ribonuclease_H2_subunit_A
ENSG00000213108,BTF3L4P3,chr6,-,137865034,137865509,476,0,0,0,0,0,0,pseudogene,basic_transcription_factor_3-like_4_pseudogene_3
ENSG00000213107,AHCYP5,chr2,-,196447518,196448755,1238,0,0,0,0,0.03243288,0,pseudogene,adenosylhomocysteinase_pseudogene_5
ENSG00000179242,CDH4,chr20,+,59827482,60515673,6511,0.089468324,0.087624784,0.046853768,0.114485271,0.228170868,0.185515804,protein_coding,cadherin_4_type_1_R-cadherin_(retinal)
ENSG00000106484,MEST,chr7,+,130126046,130146133,2465,9.047671535,9.515178651,10.04919613,4.868624328,5.08210736,5.124767477,protein_coding,mesoderm_specific_transcript
ENSG00000271456,CTC-661I16.2,chr16,-,57366291,57366511,221,0,0,0,0,0,0,pseudogene,-
ENSG00000267361,LOC100421166,chr17,-,67090430,67091640,1211,0,0,0,0,0,0,pseudogene,-
ENSG00000185940,KRTAP5-5,chr11,+,1651033,1652160,1128,0,0,0,0.033041383,0.106786984,0,protein_coding,keratin_associated_protein_5-5
ENSG00000204622,HLA-J,chr6,+,29974360,29977733,1306,0.031860001,0,0,0,0,0.038536671,pseudogene,major_histocompatibility_complex_class_I_J_(pseudogene)
ENSG00000011083,SLC6A7,chr5,+,149569520,149602351,3739,0.178054714,0.271266812,0.212133911,0.388755422,0.708752551,0.726868188,protein_coding,solute_carrier_family_6_(neurotransmitter_transporter_L-proline)_member_7
ENSG00000183474,GTF2H2C,chr5,+,68856035,68890550,2952,6.24419321,5.991285239,6.985903134,4.785090695,4.706151573,5.251117433,protein_coding,general_transcription_factor_IIH_polypeptide_2C
ENSG00000163516,ANKZF1,chr2,+,220094479,220101391,3245,24.52953009,24.88782092,19.57303806,11.70379752,13.19011762,15.16846106,protein_coding,ankyrin_repeat_and_zinc_finger_domain_containing_1
ENSG00000237427,TOMM22P1,chrY,+,23292756,23293067,312,0,0,0,0,0,0,pseudogene,translocase_of_outer_mitochondrial_membrane_22_homolog_(yeast)_pseudogene_1
ENSG00000205571,SMN2,chr5,+,69345350,69374349,1573,9.020167785,7.495771996,8.45570812,3.743653811,4.441469566,4.831317645,protein_coding,survival_of_motor_neuron_2_centromeric
ENSG00000170613,FAM71B,chr5,-,156588857,156593275,2515,0,0,0,0,0,0,protein_coding,family_with_sequence_similarity_71_member_B
ENSG00000196154,S100A4,chr1,-,153516089,153522612,755,45.30162967,45.50765754,42.02218248,91.22677708,96.68366216,88.65884244,protein_coding,S100_calcium_binding_protein_A4
ENSG00000120594,PLXDC2,chr10,+,20105168,20569286,2969,1.934006139,1.537285197,2.09610091,3.314065183,3.218643855,3.119069075,protein_coding,plexin_domain_containing_2
ENSG00000250722,SEPP1,chr5,-,42799982,42887494,4175,1.77399537,1.791668564,1.695210844,2.767403787,3.231386918,3.122199513,protein_coding,selenoprotein_P_plasma_1
ENSG00000198081,ZBTB14,chr18,-,5289018,5297052,3528,5.790844129,6.396664424,6.934864957,4.278521942,4.484084729,5.121335641,protein_coding,zinc_finger_and_BTB_domain_containing_14
ENSG00000235649,MXRA5P1,chrY,+,14077914,14108092,8000,0,0,0,0,0,0,pseudogene,matrix-remodelling_associated_5_pseudogene_1
ENSG00000168040,FADD,chr11,+,70049269,70053496,1841,10.26103157,9.951217087,7.788185483,9.069671186,10.79586824,8.638745136,protein_coding,Fas_(TNFRSF6)-associated_via_death_domain
ENSG00000132109,TRIM21,chr11,-,4406127,4414926,1924,9.342597496,11.46585176,10.46480366,21.3279723,20.93158088,20.16817856,protein_coding,tripartite_motif_containing_21
ENSG00000241476,SSX2,chrX,-,52725946,52736239,1410,0,0,0,0,0,0,protein_coding,synovial_sarcoma_X_breakpoint_2
ENSG00000241478,HSPA8P9,chr3,+,137599137,137601079,1943,0,0,0,0,0,0,pseudogene,heat_shock_70kDa_protein_8_pseudogene_9
ENSG00000268764,CTC-450M9.1,chr19,-,38599140,38600173,328,0.126857198,0,0,0,0,0,antisense,-
ENSG00000236734,GRIFIN,chr7,-,2514360,2516528,648,0,0,0,0,0,0,processed_transcript,galectin-related_inter-fiber_protein
ENSG00000260965,CTC-661I16.1,chr16,+,57355264,57356029,455,0,0,0,0,0,0,pseudogene,-
ENSG00000167283,ATP5L,chr11,+,118271869,118302211,1582,54.23393814,51.69105278,48.17016917,47.68385359,48.75588574,49.56536875,protein_coding,ATP_synthase_H+_transporting_mitochondrial_Fo_complex_subunit_G
ENSG00000235284,SNORD62A,chr9,+,134361052,134361137,86,0,0,0,0,0.466882627,2.340878686,sense_intronic,-
ENSG00000269385,CTC-312O10.2,chr19,+,6898310,6898697,272,0,0,0,0,0,0,pseudogene,-
ENSG00000263126,CTC-479C5.10,chr16,+,67916364,67920270,3907,0.021299801,0.016225151,0,0.03815785,0,0,3prime_overlapping_ncrna,-
ENSG00000176834,VSIG10,chr12,-,118501398,118573831,4946,9.009990196,9.599748426,10.32508316,11.39370566,11.32468838,10.81674321,protein_coding,V-set_and_immunoglobulin_domain_containing_10
ENSG00000148840,PPRC1,chr10,+,103892787,103910082,5330,13.0370167,14.08175032,13.97689386,8.572955669,7.578389744,8.309460553,protein_coding,peroxisome_proliferator-activated_receptor_gamma_coactivator-related_1
ENSG00000148848,ADAM12,chr10,-,127700950,128077024,7938,0,0,0.00768619,0.004695223,0,0,protein_coding,ADAM_metallopeptidase_domain_12
ENSG00000135124,P2RX4,chr12,+,121647660,121671909,4658,3.975113069,3.688093757,4.099841486,4.576820304,4.611693787,4.440784567,protein_coding,purinergic_receptor_P2X_ligand-gated_ion_channel_4
ENSG00000228078,HLA-U,chr6,+,29901878,29902063,186,0,0,0,0,0.431740924,0,pseudogene,major_histocompatibility_complex_class_I_U_(pseudogene)
ENSG00000104381,GDAP1,chr8,+,75233365,75401107,3666,3.200704698,3.00876961,2.945798374,2.043482457,1.905736941,2.114197853,protein_coding,ganglioside_induced_differentiation_associated_protein_1
ENSG00000125434,SLC25A35,chr17,-,8191081,8198661,2785,3.197256901,2.822465434,2.694648513,3.880968477,4.152154004,5.385281775,protein_coding,solute_carrier_family_25_member_35
ENSG00000261037,CTC-471C19.1,chr5,-,6019142,6022396,3255,0,0,0,0.011450286,0,0,lincRNA,-
ENSG00000037474,NSUN2,chr5,-,6599352,6633404,3558,47.59676379,49.08488815,49.11218793,36.18126161,37.57893385,38.94194463,protein_coding,NOP2/Sun_RNA_methyltransferase_family_member_2
ENSG00000249634,USP9YP5,chrY,-,20652801,20656181,630,0,0,0,0,0,0,pseudogene,ubiquitin_specific_peptidase_9_Y-linked_pseudogene_5
ENSG00000123297,TSFM,chr12,+,58176372,58201854,2192,17.84334462,20.15692939,21.57164999,11.51106313,11.48505703,10.86020338,protein_coding,Ts_translation_elongation_factor_mitochondrial
ENSG00000227913,KRT8P44,chr6,+,162989411,162990760,1350,0,0,0,0,0,0,pseudogene,keratin_8_pseudogene_44
ENSG00000249637,CTC-329D1.2,chr5,-,139750476,139780952,549,2.122143006,2.424817717,2.111560206,1.629319345,1.243319491,0.825063799,antisense,-
ENSG00000163239,TDRD10,chr1,+,154474695,154520623,2331,0,0,0,0,0,0,protein_coding,tudor_domain_containing_10
ENSG00000137770,CTDSPL2,chr15,+,44719432,44821236,6828,10.44494758,9.822551206,9.400359001,5.0545767,5.133657565,5.100701977,protein_coding,CTD_(carboxy-terminal_domain_RNA_polymerase_II_polypeptide_A)_small_phosphatase_like_2
ENSG00000253449,CTC-436K13.6,chr5,-,157652360,157661384,771,0,0,0,0,0,0,lincRNA,-
ENSG00000121380,BCL2L14,chr12,+,12202778,12364018,2039,1.612125417,1.088135464,0.837843718,5.282602515,4.686686417,4.763843114,protein_coding,BCL2-like_14_(apoptosis_facilitator)
ENSG00000178381,ZFAND2A,chr7,-,1191707,1200395,1084,9.25074522,8.47951214,8.78046525,14.88764248,18.92769734,19.82512618,protein_coding,zinc_finger_AN1-type_domain_2A
ENSG00000263485,CTC-304I17.4,chr17,-,32407901,32409243,299,0,0,0,0,0,0,sense_intronic,-
ENSG00000160058,BSDC1,chr1,-,32830704,32860332,4599,12.41308306,12.54325146,10.91839088,12.8692846,12.73790622,14.16081451,protein_coding,BSD_domain_containing_1
ENSG00000160051,IQCC,chr1,+,32671236,32674288,2293,1.723885871,2.128721354,1.995627229,0.926484414,0.945574757,0.768212478,protein_coding,IQ_motif_containing_C
ENSG00000231725,VN1R110P,chrX,+,48494553,48495523,971,0,0,0,0,0.041351087,0,pseudogene,vomeronasal_1_receptor_110_pseudogene
ENSG00000231726,HMGN2P38,chr11,+,73291298,73291562,265,0,0,0,0,0,0,pseudogene,high_mobility_group_nucleosomal_binding_domain_2_pseudogene_38
ENSG00000221970,OR2A1,chr7,+,144015218,144016150,933,0,0,0,0,0,0,protein_coding,olfactory_receptor_family_2_subfamily_A_member_1
ENSG00000155256,ZFYVE27,chr10,+,99496878,99520664,3047,12.5769732,12.58679233,12.39482522,13.27164025,13.41471618,13.69302634,protein_coding,zinc_finger_FYVE_domain_containing_27
ENSG00000155254,MARVELD1,chr10,+,99472930,99477907,3219,18.96260929,20.18529194,21.55071583,32.70881363,30.73448156,30.78520903,protein_coding,MARVEL_domain_containing_1
ENSG00000115816,CEBPZ,chr2,-,37428755,37458856,3463,13.4331626,13.03345775,13.70721793,9.815437536,10.44668415,11.19065742,protein_coding,CCAAT/enhancer_binding_protein_(C/EBP)_zeta
ENSG00000118990,GLRXP3,chr5,-,161178454,161178774,321,0,0,0,0,0,0,pseudogene,glutaredoxin_(thioltransferase)_pseudogene_3
ENSG00000136144,RCBTB1,chr13,-,50106082,50159719,4025,17.52236721,16.71019991,17.93250961,13.26928807,13.08802498,13.35434942,protein_coding,regulator_of_chromosome_condensation_(RCC1)_and_BTB_(POZ)_domain_containing_protein_1
ENSG00000172912,COX6B1P3,chr22,+,40965290,40965899,260,0,0,0.234665294,0,0,0,pseudogene,cytochrome_c_oxidase_subunit_VIb_polypeptide_1_(ubiquitous)_pseudogene_3
ENSG00000236382,KRTAP10-13P,chr21,+,46122136,46122706,571,0,0,0,0,0,0,pseudogene,keratin_associated_protein_10-13_pseudogene
ENSG00000077279,DCX,chrX,-,110537007,110655603,9405,0,0,0,0,0,0,protein_coding,doublecortin
ENSG00000269025,CTC-457E21.5,chr19,+,22788541,22791013,528,0,0,0,0,0,0,pseudogene,-
ENSG00000269028,MTRNR2L12,chr3,-,96335981,96337000,1020,0,0.062148689,0.059816644,0,0,0,protein_coding,MT-RNR2-like_12_(pseudogene)
ENSG00000236969,GGT8P,chr2,+,91963970,91969195,532,0,0,0,0.070057669,0.075473507,0.09460318,pseudogene,gamma-glutamyltransferase_8_pseudogene
ENSG00000100632,ERH,chr14,-,69846848,69865344,1116,117.9299072,124.1136058,124.9235226,69.66544672,74.43933093,69.85614098,protein_coding,enhancer_of_rudimentary_homolog_(Drosophila)
ENSG00000111726,CMAS,chr12,+,22199108,22218608,1787,112.0443666,110.9265421,112.6708575,102.5100125,108.0978284,109.07879,protein_coding,cytidine_monophosphate_N-acetylneuraminic_acid_synthetase
ENSG00000103489,XYLT1,chr16,-,17195626,17564738,9891,0,0,0.006168535,0,0,0.005088352,protein_coding,xylosyltransferase_I
ENSG00000229754,CXCR2P1,chr2,-,218923878,218930452,2503,0,0,0,0,0,0,pseudogene,chemokine_(C-X-C_motif)_receptor_2_pseudogene_1
ENSG00000182196,ARL6IP4,chr12,+,123464333,123467456,1782,0.09339879,0,0.171192414,0,0.067595801,0.056485849,protein_coding,ADP-ribosylation-like_factor_6_interacting_protein_4
ENSG00000186867,QRFPR,chr4,-,122250467,122302214,1708,0,0,0,0,0,0,protein_coding,pyroglutamylated_RFamide_peptide_receptor
ENSG00000186862,PDZD7,chr10,-,102767567,102790890,4306,0.347870367,0.588868213,0.467586675,0.986729569,0.951113424,1.110368025,protein_coding,PDZ_domain_containing_7
ENSG00000251633,GYG1P1,chr8,-,74817592,74827245,698,0,0,0,0,0,0,pseudogene,glycogenin_1_pseudogene_1
ENSG00000101251,SEL1L2,chr20,-,13829893,13977089,2348,0,0,0,0,0,0,protein_coding,sel-1_suppressor_of_lin-12-like_2_(C._elegans)
ENSG00000127914,AKAP9,chr7,+,91570181,91739987,12475,5.773583793,5.005273605,5.350556816,10.16092848,10.50225803,10.84441371,protein_coding,A_kinase_(PRKA)_anchor_protein_(yotiao)_9
ENSG00000112406,HECA,chr6,+,139456249,139501939,5614,8.464136435,8.073573062,9.009575615,10.08446081,10.79967544,9.995852211,protein_coding,headcase_homolog_(Drosophila)
ENSG00000211877,TRAJ12,chr14,+,23000889,23000948,60,0,0,0,0,0,0,TR_J_gene,T_cell_receptor_alpha_joining_12
ENSG00000107593,PKD2L1,chr10,-,102047903,102090243,3043,0,0.062495889,0,0.024496011,0.05277937,0.132313879,protein_coding,polycystic_kidney_disease_2-like_1
ENSG00000198612,COPS8,chr2,+,237993955,238009109,4007,14.53776529,15.94679223,16.21632642,13.09636074,15.00059973,13.64042337,protein_coding,COP9_signalosome_subunit_8
ENSG00000160695,VPS11,chr11,+,118938403,118952688,3387,9.11544066,9.451665161,9.331184476,13.70002853,13.32469508,14.44336663,processed_transcript,vacuolar_protein_sorting_11_homolog_(S._cerevisiae)
ENSG00000242485,MRPL20,chr1,-,1337288,1342693,1693,42.34647639,42.98501437,42.74151808,39.78034188,39.74872669,36.32717409,protein_coding,mitochondrial_ribosomal_protein_L20
ENSG00000205989,DEFB109,chr8,-,7847937,7855043,264,0,0,0,0,0,0,pseudogene,-
ENSG00000129484,PARP2,chr14,+,20811741,20826064,1980,25.13361447,26.34916101,24.99066865,12.49885431,13.16090249,13.26852601,protein_coding,poly_(ADP-ribose)_polymerase_2
ENSG00000249438,CTC-512J14.2,chr5,+,79584268,79585600,1333,0,0,0,0,0,0,pseudogene,-
ENSG00000162992,NEUROD1,chr2,-,182537815,182545603,2852,0,0,0,0,0,0,protein_coding,neuronal_differentiation_1
ENSG00000162998,FRZB,chr2,-,183698002,183731890,3162,0,0.020047964,0.096478457,0.035361176,0.038094787,0.127334324,protein_coding,frizzled-related_protein
ENSG00000126709,IFI6,chr1,-,27992572,27998729,841,199.8822958,227.1094901,173.4625764,913.951527,1104.010312,1003.346254,protein_coding,interferon_alpha-inducible_protein_6
ENSG00000254163,CTC-340I23.2,chr5,-,156131069,156166823,460,0,0,0,0,0,0,antisense,-
ENSG00000033800,PIAS1,chr15,+,68346517,68483096,2932,12.24717122,10.63734593,11.36189808,14.64386882,14.00934507,13.69797259,protein_coding,protein_inhibitor_of_activated_STAT_1
ENSG00000230994,FGFR3P1,chr6,+,31345196,31345796,601,0,0,0,0,0,0,pseudogene,fibroblast_growth_factor_receptor_3_pseudogene_1
ENSG00000083896,YTHDC1,chr4,-,69176105,69215807,6232,12.99284779,13.49819272,14.06862118,12.28999478,12.37029193,12.21880828,protein_coding,YTH_domain_containing_1
ENSG00000233929,MT1XP1,chr1,-,16567708,16567893,186,0.894820668,1.02244618,0,0.20038,0.215870462,0,pseudogene,metallothionein_1X_pseudogene_1
ENSG00000132432,SEC61G,chr7,-,54819943,54827667,1227,144.7334144,115.9855614,121.727601,175.0537319,182.4670149,185.8518407,protein_coding,Sec61_gamma_subunit
ENSG00000069275,NUCKS1,chr1,-,205681947,205719404,6496,62.27282388,59.97616408,62.2433798,38.52718848,36.66581062,36.03443282,protein_coding,nuclear_casein_kinase_and_cyclin-dependent_kinase_substrate_1
ENSG00000143994,ABHD1,chr2,+,27346682,27353680,1400,0.534974928,0.407517835,0.828033252,0.3727068,0.315479261,0.251644459,protein_coding,abhydrolase_domain_containing_1
ENSG00000248428,CTC-551A13.1,chr5,-,110306650,110344598,697,0,0,0,0,0,0,processed_transcript,-
ENSG00000248424,OR51K1P,chr11,-,5451883,5452832,950,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_51_subfamily_K_member_1_pseudogene
ENSG00000133742,CA1,chr8,-,86239837,86291243,2785,0.074702264,0,0.021907711,8.283860301,7.179766298,7.93335134,protein_coding,carbonic_anhydrase_I
ENSG00000249777,CTC-235G5.1,chr5,+,75371356,75371745,390,0,0,0,0,0,0,pseudogene,-
ENSG00000101981,F9,chrX,+,138612917,138645617,2780,0,0,0,0,0,0,protein_coding,coagulation_factor_IX
ENSG00000100058,CRYBB2P1,chr22,+,25844072,25916821,1560,7.148240492,6.298530636,6.45329559,4.802183773,5.894093879,4.903840735,pseudogene,crystallin_beta_B2_pseudogene_1
ENSG00000235044,PPIAP3,chr20,+,36158441,36158945,505,0.49436627,0.502112184,0.24163555,0,0.318034898,0.199322344,pseudogene,peptidylprolyl_isomerase_A_(cyclophilin_A)_pseudogene_3
ENSG00000023734,STRAP,chr12,+,16035325,16056412,1866,252.2193038,257.0657638,260.1062315,145.5873455,146.7717847,140.6026328,protein_coding,serine/threonine_kinase_receptor_associated_protein
ENSG00000267178,CTC-260F20.7,chr19,-,19698901,19699225,325,0.128028188,0,0,0,0,0.154858128,pseudogene,-
ENSG00000024422,EHD2,chr19,+,48216600,48246391,3585,0.266948593,0.265237084,0.221246498,0.956458176,1.231997113,1.010789458,protein_coding,EH-domain_containing_2
ENSG00000234319,RPS12P2,chr10,-,81975607,81975875,269,0,0,0,0,0,0,pseudogene,ribosomal_protein_S12_pseudogene_2
ENSG00000169509,CRCT1,chr1,+,152486978,152488486,700,0,0,0,0,0,0,protein_coding,cysteine-rich_C-terminal_1
ENSG00000250451,HOXC-AS1,chr12,-,54392806,54393794,548,0.075929126,0,0,0,0,0.091841043,antisense,HOXC_cluster_antisense_RNA_1
ENSG00000226564,FTH1P20,chr2,-,181737594,181738141,548,0.683362134,0,0.890700387,0.612109708,0.512889309,0.459205217,pseudogene,ferritin_heavy_polypeptide_1_pseudogene_20
ENSG00000187097,ENTPD5,chr14,-,74424713,74486102,5842,3.461494742,3.428922554,3.509133875,2.819863159,3.25778901,2.946333615,protein_coding,ectonucleoside_triphosphate_diphosphohydrolase_5
ENSG00000251467,CTC-250P20.2,chr5,+,72292747,72293469,723,0,0,0,0,0.05553514,0.069611192,pseudogene,-
ENSG00000115761,NOL10,chr2,-,10710892,10830101,3333,20.02433074,19.03842029,21.89364533,13.23986953,12.98642501,12.72944967,protein_coding,nucleolar_protein_10
ENSG00000158525,CPA5,chr7,+,129984630,130008571,2573,0,0,0,0,0,0,protein_coding,carboxypeptidase_A5
ENSG00000120265,PCMT1,chr6,+,150070579,150132556,1984,60.54720162,60.51603329,59.93663869,49.01169566,50.73630448,48.93368559,protein_coding,protein-L-isoaspartate_(D-aspartate)_O-methyltransferase
ENSG00000231222,ARF4P4,chr13,+,81462483,81463002,520,0,0,0,0,0,0,pseudogene,ADP-ribosylation_factor_4_pseudogene_4
ENSG00000090530,LEPREL1,chr3,-,189674517,189840226,3509,0.047431361,0.054196349,0.104325409,0.042485814,0.011442549,0.100399613,protein_coding,leprecan-like_1
ENSG00000250330,CTC-422A18.2,chr5,+,78525727,78526411,359,0,0,0.169952581,0.2076361,0.111843749,0.140191899,pseudogene,-
